user_id,auction_id,cat_id,cat1,property,buy_mount,buy_day,birthday,label
160,60,10,10,4:2;5:2,1,20160101,20160101,0
161,61,1,1,2:1;3:1;4:2,1,20160101,20160101,0
162,62,2,2,2:2;5:1,1,20160101,20160101,0
163,63,3,3,3:2;4:2;5:2,1,20160101,20160101,0
164,64,4,4,4:2;5:1,1,20160101,20160101,0
165,65,5,5,2:2;3:1;4:1,1,20160101,20160101,0
166,66,6,6,3:2;4:1;5:1,1,20160101,20160101,0
167,67,7,7,2:2;3:1;5:2,1,20160101,20160101,0
168,68,8,8,2:1;3:2;5:1,1,20160101,20160101,0
169,69,9,9,1:1;2:1;4:1,1,20160101,20160101,0
170,70,10,10,1:1;2:2;3:1,1,20160101,20160101,0
171,71,1,1,1:2;2:1;3:2,1,20160101,20160101,0
172,72,2,2,1:1;5:2,1,20160101,20160101,0
173,73,3,3,1:2;2:1,1,20160101,20160101,0
174,74,4,4,1:2;4:1,1,20160101,20160101,0
175,75,5,5,3:1;4:1;5:1,1,20160101,20160101,0
176,76,6,6,2:2;3:2;4:2,1,20160101,20160101,0
177,77,7,7,1:2;3:2;4:1,1,20160101,20160101,0
178,78,8,8,2:1;3:1;4:2;5:1,1,20160101,20160101,0
179,79,9,9,1:2;3:1;4:1,1,20160101,20160101,0
180,80,10,10,1:1;2:2;3:2;4:1,1,20160101,20160101,0
181,81,1,1,3:2;4:1,1,20160101,20160101,0
182,82,2,2,3:1;4:2;5:2,1,20160101,20160101,0
183,83,3,3,4:1;5:1,1,20160101,20160101,0
184,84,4,4,4:2;5:2,1,20160101,20160101,0
185,85,5,5,2:1;3:1;4:2,1,20160101,20160101,0
186,86,6,6,2:2;5:1,1,20160101,20160101,0
187,87,7,7,3:2;4:2;5:2,1,20160101,20160101,0
188,88,8,8,4:2;5:1,1,20160101,20160101,0
189,89,9,9,2:2;3:1;4:1,1,20160101,20160101,0
190,90,10,10,3:2;4:1;5:1,1,20160101,20160101,0
191,91,1,1,2:2;3:1;5:2,1,20160101,20160101,0
192,92,2,2,2:1;3:2;5:1,1,20160101,20160101,0
193,93,3,3,1:1;2:1;4:1,1,20160101,20160101,0
194,94,4,4,1:1;2:2;3:1,1,20160101,20160101,0
195,95,5,5,1:2;2:1;3:2,1,20160101,20160101,0
196,96,6,6,1:1;5:2,1,20160101,20160101,0
197,97,7,7,1:2;2:1,1,20160101,20160101,0
198,98,8,8,1:2;4:1,1,20160101,20160101,0
199,99,9,9,3:1;4:1;5:1,1,20160101,20160101,0
200,100,10,10,2:2;3:2;4:2,1,20160101,20160101,0
201,1,1,1,1:2;3:2;4:1,1,20160101,20160101,0
202,2,2,2,2:1;3:1;4:2;5:1,1,20160101,20160101,0
203,3,3,3,1:2;3:1;4:1,1,20160101,20160101,0
204,4,4,4,1:1;2:2;3:2;4:1,1,20160101,20160101,0
205,5,5,5,3:2;4:1,1,20160101,20160101,0
206,6,6,6,3:1;4:2;5:2,1,20160101,20160101,0
207,7,7,7,4:1;5:1,1,20160101,20160101,0
208,8,8,8,4:2;5:2,1,20160101,20160101,0
209,9,9,9,2:1;3:1;4:2,1,20160101,20160101,0
210,10,10,10,2:2;5:1,1,20160101,20160101,0
211,11,1,1,3:2;4:2;5:2,1,20160101,20160101,0
212,12,2,2,4:2;5:1,1,20160101,20160101,0
213,13,3,3,2:2;3:1;4:1,1,20160101,20160101,0
214,14,4,4,3:2;4:1;5:1,1,20160101,20160101,0
215,15,5,5,2:2;3:1;5:2,1,20160101,20160101,0
216,16,6,6,2:1;3:2;5:1,1,20160101,20160101,0
217,17,7,7,1:1;2:1;4:1,1,20160101,20160101,0
218,18,8,8,1:1;2:2;3:1,1,20160101,20160101,0
219,19,9,9,1:2;2:1;3:2,1,20160101,20160101,0
220,20,10,10,1:1;5:2,1,20160101,20160101,0
221,21,1,1,1:2;2:1,1,20160101,20160101,0
222,22,2,2,1:2;4:1,1,20160101,20160101,0
223,23,3,3,3:1;4:1;5:1,1,20160101,20160101,0
224,24,4,4,2:2;3:2;4:2,1,20160101,20160101,0
225,25,5,5,1:2;3:2;4:1,1,20160101,20160101,0
226,26,6,6,2:1;3:1;4:2;5:1,1,20160101,20160101,0
227,27,7,7,1:2;3:1;4:1,1,20160101,20160101,0
228,28,8,8,1:1;2:2;3:2;4:1,1,20160101,20160101,0
229,29,9,9,3:2;4:1,1,20160101,20160101,0
230,30,10,10,3:1;4:2;5:2,1,20160101,20160101,0
231,31,1,1,4:1;5:1,1,20160101,20160101,0
232,32,2,2,4:2;5:2,1,20160101,20160101,0
233,33,3,3,2:1;3:1;4:2,1,20160101,20160101,0
234,34,4,4,2:2;5:1,1,20160101,20160101,0
235,35,5,5,3:2;4:2;5:2,1,20160101,20160101,0
236,36,6,6,4:2;5:1,1,20160101,20160101,0
237,37,7,7,2:2;3:1;4:1,1,20160101,20160101,0
238,38,8,8,3:2;4:1;5:1,1,20160101,20160101,0
239,39,9,9,2:2;3:1;5:2,1,20160101,20160101,0
240,40,10,10,2:1;3:2;5:1,1,20160101,20160101,0
241,41,1,1,1:1;2:1;4:1,1,20160101,20160101,0
242,42,2,2,1:1;2:2;3:1,1,20160101,20160101,0
243,43,3,3,1:2;2:1;3:2,1,20160101,20160101,0
244,44,4,4,1:1;2:1;4:1,1,20160101,20160101,0
245,45,5,5,1:1;2:2;3:1,1,20160101,20160101,0
246,46,6,6,1:2;2:1;3:2,1,20160101,20160101,0
247,47,7,7,1:1;5:2,1,20160101,20160101,0
248,48,8,8,1:2;2:1,1,20160101,20160101,0
249,49,9,9,1:2;4:1,1,20160101,20160101,0
250,50,10,10,3:1;4:1;5:1,1,20160101,20160101,0
251,51,1,1,2:2;3:2;4:2,1,20160101,20160101,0
252,52,2,2,1:2;3:2;4:1,1,20160101,20160101,0
253,53,3,3,2:1;3:1;4:2;5:1,1,20160101,20160101,0
254,54,4,4,1:2;3:1;4:1,1,20160101,20160101,0
255,55,5,5,1:1;2:2;3:2;4:1,1,20160101,20160101,0
256,56,6,6,3:2;4:1,1,20160101,20160101,0
257,57,7,7,3:1;4:2;5:2,1,20160101,20160101,0
258,58,8,8,4:1;5:1,1,20160101,20160101,0
259,59,9,9,4:2;5:2,1,20160101,20160101,0
260,60,10,10,2:1;3:1;4:2,1,20160101,20160101,0
261,61,1,1,2:2;5:1,1,20160101,20160101,0
262,62,2,2,3:2;4:2;5:2,1,20160101,20160101,0
263,63,3,3,4:2;5:1,1,20160101,20160101,0
264,64,4,4,2:2;3:1;4:1,1,20160101,20160101,0
265,65,5,5,3:2;4:1;5:1,1,20160101,20160101,0
266,66,6,6,2:2;3:1;5:2,1,20160101,20160101,0
267,67,7,7,2:1;3:2;5:1,1,20160101,20160101,0
268,68,8,8,1:1;2:1;4:1,1,20160101,20160101,0
269,69,9,9,1:1;2:2;3:1,1,20160101,20160101,0
270,70,10,10,1:2;2:1;3:2,1,20160101,20160101,0
271,71,1,1,1:1;5:2,1,20160101,20160101,0
272,72,2,2,1:2;2:1,1,20160101,20160101,0
273,73,3,3,1:2;4:1,1,20160101,20160101,0
274,74,4,4,3:1;4:1;5:1,1,20160101,20160101,0
275,75,5,5,2:2;3:2;4:2,1,20160101,20160101,0
276,76,6,6,1:2;3:2;4:1,1,20160101,20160101,0
277,77,7,7,2:1;3:1;4:2;5:1,1,20160101,20160101,0
278,78,8,8,1:2;3:1;4:1,1,20160101,20160101,0
279,79,9,9,1:1;2:2;3:2;4:1,1,20160101,20160101,0
280,80,10,10,3:2;4:1,1,20160101,20160101,0
281,81,1,1,3:1;4:2;5:2,1,20160101,20160101,0
282,82,2,2,4:1;5:1,1,20160101,20160101,0
283,83,3,3,4:2;5:2,1,20160101,20160101,0
284,84,4,4,2:1;3:1;4:2,1,20160101,20160101,0
285,85,5,5,2:2;5:1,1,20160101,20160101,0
286,86,6,6,3:2;4:2;5:2,1,20160101,20160101,0
287,87,7,7,4:2;5:1,1,20160101,20160101,0
288,88,8,8,2:2;3:1;4:1,1,20160101,20160101,0
289,89,9,9,3:2;4:1;5:1,1,20160101,20160101,0
290,90,10,10,2:2;3:1;5:2,1,20160101,20160101,0
291,91,1,1,2:1;3:2;5:1,1,20160101,20160101,0
292,92,2,2,1:1;2:1;4:1,1,20160101,20160101,0
293,93,3,3,1:1;2:2;3:1,1,20160101,20160101,0
294,94,4,4,1:2;2:1;3:2,1,20160101,20160101,0
295,95,5,5,1:1;5:2,1,20160101,20160101,0
296,96,6,6,1:2;2:1,1,20160101,20160101,0
297,97,7,7,1:2;4:1,1,20160101,20160101,0
298,98,8,8,3:1;4:1;5:1,1,20160101,20160101,0
299,99,9,9,2:2;3:2;4:2,1,20160101,20160101,0
300,100,10,10,1:2;3:2;4:1,1,20160101,20160101,0
301,1,1,1,2:1;3:1;4:2;5:1,1,20160101,20160101,0
302,2,2,2,1:2;3:1;4:1,1,20160101,20160101,0
303,3,3,3,1:1;2:2;3:2;4:1,1,20160101,20160101,0
304,4,4,4,3:2;4:1,1,20160101,20160101,0
305,5,5,5,3:1;4:2;5:2,1,20160101,20160101,0
306,6,6,6,4:1;5:1,1,20160101,20160101,0
307,7,7,7,4:2;5:2,1,20160101,20160101,0
308,8,8,8,2:1;3:1;4:2,1,20160101,20160101,0
309,9,9,9,2:2;5:1,1,20160101,20160101,0
310,10,10,10,3:2;4:2;5:2,1,20160101,20160101,0
311,11,1,1,4:2;5:1,1,20160101,20160101,0
312,12,2,2,2:2;3:1;4:1,1,20160101,20160101,0
313,13,3,3,3:2;4:1;5:1,1,20160101,20160101,0
314,14,4,4,2:2;3:1;5:2,1,20160101,20160101,0
315,15,5,5,2:1;3:2;5:1,1,20160101,20160101,0
316,16,6,6,1:1;2:1;4:1,1,20160101,20160101,0
317,17,7,7,1:1;2:2;3:1,1,20160101,20160101,0
318,18,8,8,1:2;2:1;3:2,1,20160101,20160101,0
319,19,9,9,1:1;5:2,1,20160101,20160101,0
320,20,10,10,1:2;2:1,1,20160101,20160101,0
321,21,1,1,1:2;4:1,1,20160101,20160101,0
322,22,2,2,3:1;4:1;5:1,1,20160101,20160101,0
323,23,3,3,2:2;3:2;4:2,1,20160101,20160101,0
324,24,4,4,1:2;3:2;4:1,1,20160101,20160101,0
325,25,5,5,2:1;3:1;4:2;5:1,1,20160101,20160101,0
326,26,6,6,1:2;3:1;4:1,1,20160101,20160101,0
327,27,7,7,1:1;2:2;3:2;4:1,1,20160101,20160101,0
328,28,8,8,3:2;4:1,1,20160101,20160101,0
329,29,9,9,3:1;4:2;5:2,1,20160101,20160101,0
330,30,10,10,4:1;5:1,1,20160101,20160101,0
331,31,1,1,4:2;5:2,1,20160101,20160101,0
332,32,2,2,2:1;3:1;4:2,1,20160101,20160101,0
333,33,3,3,2:2;5:1,1,20160101,20160101,0
334,34,4,4,3:2;4:2;5:2,1,20160101,20160101,0
335,35,5,5,4:2;5:1,1,20160101,20160101,0
336,36,6,6,2:2;3:1;4:1,1,20160101,20160101,0
337,37,7,7,3:2;4:1;5:1,1,20160101,20160101,0
338,38,8,8,2:2;3:1;5:2,1,20160101,20160101,0
339,39,9,9,2:1;3:2;5:1,1,20160101,20160101,0
340,40,10,10,1:1;2:1;4:1,1,20160101,20160101,0
341,41,1,1,1:1;2:2;3:1,1,20160101,20160101,0
342,42,2,2,1:2;2:1;3:2,1,20160101,20160101,0
343,43,3,3,1:1;2:1;4:1,1,20160101,20160101,0
344,44,4,4,1:1;2:2;3:1,1,20160101,20160101,0
345,45,5,5,1:2;2:1;3:2,1,20160101,20160101,0
346,46,6,6,1:1;5:2,1,20160101,20160101,0
347,47,7,7,1:2;2:1,1,20160101,20160101,0
348,48,8,8,1:2;4:1,1,20160101,20160101,0
349,49,9,9,3:1;4:1;5:1,1,20160101,20160101,0
350,50,10,10,2:2;3:2;4:2,1,20160101,20160101,0
351,51,1,1,1:2;3:2;4:1,1,20160101,20160101,0
352,52,2,2,2:1;3:1;4:2;5:1,1,20160101,20160101,0
353,53,3,3,1:2;3:1;4:1,1,20160101,20160101,0
354,54,4,4,1:1;2:2;3:2;4:1,1,20160101,20160101,0
355,55,5,5,3:2;4:1,1,20160101,20160101,0
356,56,6,6,3:1;4:2;5:2,1,20160101,20160101,0
357,57,7,7,4:1;5:1,1,20160101,20160101,0
358,58,8,8,4:2;5:2,1,20160101,20160101,0
359,59,9,9,2:1;3:1;4:2,1,20160101,20160101,0
360,60,10,10,2:2;5:1,1,20160101,20160101,0
361,61,1,1,3:2;4:2;5:2,1,20160101,20160101,0
362,62,2,2,4:2;5:1,1,20160101,20160101,0
363,63,3,3,2:2;3:1;4:1,1,20160101,20160101,0
364,64,4,4,3:2;4:1;5:1,1,20160101,20160101,0
365,65,5,5,2:2;3:1;5:2,1,20160101,20160101,0
366,66,6,6,2:1;3:2;5:1,1,20160101,20160101,0
367,67,7,7,1:1;2:1;4:1,1,20160101,20160101,0
368,68,8,8,1:1;2:2;3:1,1,20160101,20160101,0
369,69,9,9,1:2;2:1;3:2,1,20160101,20160101,0
370,70,10,10,1:1;5:2,1,20160101,20160101,0
371,71,1,1,1:2;2:1,1,20160101,20160101,0
372,72,2,2,1:2;4:1,1,20160101,20160101,0
373,73,3,3,3:1;4:1;5:1,1,20160101,20160101,0
374,74,4,4,2:2;3:2;4:2,1,20160101,20160101,0
375,75,5,5,1:2;3:2;4:1,1,20160101,20160101,0
376,76,6,6,2:1;3:1;4:2;5:1,1,20160101,20160101,0
377,77,7,7,1:2;3:1;4:1,1,20160101,20160101,0
378,78,8,8,1:1;2:2;3:2;4:1,1,20160101,20160101,0
379,79,9,9,3:2;4:1,1,20160101,20160101,0
380,80,10,10,3:1;4:2;5:2,1,20160101,20160101,0
381,81,1,1,4:1;5:1,1,20160101,20160101,0
382,82,2,2,4:2;5:2,1,20160101,20160101,0
383,83,3,3,2:1;3:1;4:2,1,20160101,20160101,0
384,84,4,4,2:2;5:1,1,20160101,20160101,0
385,85,5,5,3:2;4:2;5:2,1,20160101,20160101,0
386,86,6,6,4:2;5:1,1,20160101,20160101,0
387,87,7,7,2:2;3:1;4:1,1,20160101,20160101,0
388,88,8,8,3:2;4:1;5:1,1,20160101,20160101,0
389,89,9,9,2:2;3:1;5:2,1,20160101,20160101,0
390,90,10,10,2:1;3:2;5:1,1,20160101,20160101,0
391,91,1,1,1:1;2:1;4:1,1,20160101,20160101,0
392,92,2,2,1:1;2:2;3:1,1,20160101,20160101,0
393,93,3,3,1:2;2:1;3:2,1,20160101,20160101,0
394,94,4,4,1:1;5:2,1,20160101,20160101,0
395,95,5,5,1:2;2:1,1,20160101,20160101,0
396,96,6,6,1:2;4:1,1,20160101,20160101,0
397,97,7,7,3:1;4:1;5:1,1,20160101,20160101,0
398,98,8,8,2:2;3:2;4:2,1,20160101,20160101,0
399,99,9,9,1:2;3:2;4:1,1,20160101,20160101,0
400,100,10,10,2:1;3:1;4:2;5:1,1,20160101,20160101,0
401,1,1,1,1:2;3:1;4:1,1,20160101,20160101,0
402,2,2,2,1:1;2:2;3:2;4:1,1,20160101,20160101,0
403,3,3,3,3:2;4:1,1,20160101,20160101,0
404,4,4,4,3:1;4:2;5:2,1,20160101,20160101,0
405,5,5,5,4:1;5:1,1,20160101,20160101,0
406,6,6,6,4:2;5:2,1,20160101,20160101,0
407,7,7,7,2:1;3:1;4:2,1,20160101,20160101,0
408,8,8,8,2:2;5:1,1,20160101,20160101,0
409,9,9,9,3:2;4:2;5:2,1,20160101,20160101,0
410,10,10,10,4:2;5:1,1,20160101,20160101,0
411,11,1,1,2:2;3:1;4:1,1,20160101,20160101,0
412,12,2,2,3:2;4:1;5:1,1,20160101,20160101,0
413,13,3,3,2:2;3:1;5:2,1,20160101,20160101,0
414,14,4,4,2:1;3:2;5:1,1,20160101,20160101,0
415,15,5,5,1:1;2:1;4:1,1,20160101,20160101,0
416,16,6,6,1:1;2:2;3:1,1,20160101,20160101,0
417,17,7,7,1:2;2:1;3:2,1,20160101,20160101,0
418,18,8,8,1:1;5:2,1,20160101,20160101,0
419,19,9,9,1:2;2:1,1,20160101,20160101,0
420,20,10,10,1:2;4:1,1,20160101,20160101,0
421,21,1,1,3:1;4:1;5:1,1,20160101,20160101,0
422,22,2,2,2:2;3:2;4:2,1,20160101,20160101,0
423,23,3,3,1:2;3:2;4:1,1,20160101,20160101,0
424,24,4,4,2:1;3:1;4:2;5:1,1,20160101,20160101,0
425,25,5,5,1:2;3:1;4:1,1,20160101,20160101,0
426,26,6,6,1:1;2:2;3:2;4:1,1,20160101,20160101,0
427,27,7,7,3:2;4:1,1,20160101,20160101,0
428,28,8,8,3:1;4:2;5:2,1,20160101,20160101,0
429,29,9,9,4:1;5:1,1,20160101,20160101,0
430,30,10,10,4:2;5:2,1,20160101,20160101,0
431,31,1,1,2:1;3:1;4:2,1,20160101,20160101,0
432,32,2,2,2:2;5:1,1,20160101,20160101,0
433,33,3,3,3:2;4:2;5:2,1,20160101,20160101,0
434,34,4,4,4:2;5:1,1,20160101,20160101,0
435,35,5,5,2:2;3:1;4:1,1,20160101,20160101,0
436,36,6,6,3:2;4:1;5:1,1,20160101,20160101,0
437,37,7,7,2:2;3:1;5:2,1,20160101,20160101,0
438,38,8,8,2:1;3:2;5:1,1,20160101,20160101,0
439,39,9,9,1:1;2:1;4:1,1,20160101,20160101,0
440,40,10,10,1:1;2:2;3:1,1,20160101,20160101,0
441,41,1,1,1:2;2:1;3:2,1,20160101,20160101,0
442,42,2,2,4:2;5:2,1,20160101,20160101,0
443,43,3,3,2:1;3:1;4:2,1,20160101,20160101,0
444,44,4,4,2:2;5:1,1,20160101,20160101,0
445,45,5,5,3:2;4:2;5:2,1,20160101,20160101,0
446,46,6,6,4:2;5:1,1,20160101,20160101,0
447,47,7,7,2:2;3:1;4:1,1,20160101,20160101,0
448,48,8,8,3:2;4:1;5:1,1,20160101,20160101,0
449,49,9,9,2:2;3:1;5:2,1,20160101,20160101,0
